id,unix_utc,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,boost,bonus
1343987,1772379000,3,6,7,13,17,21,23,25,27,28,30,34,38,43,57,62,63,65,68,76,1,57
1343988,1772379300,1,2,6,12,16,24,28,39,40,44,50,52,54,57,67,71,74,76,79,80,1,40
1343989,1772379600,2,4,8,13,17,23,26,27,31,39,44,45,55,57,59,61,68,69,71,74,3,55
1343990,1772379900,4,12,16,19,23,30,32,33,40,44,50,51,55,56,61,63,67,71,74,79,2,56
1343991,1772380200,11,12,13,15,20,23,29,32,33,36,39,41,43,53,54,56,62,71,73,79,2,43
1343992,1772380500,5,7,8,9,13,20,22,26,30,36,50,51,58,59,62,63,64,65,67,72,3,30
1343993,1772380800,1,5,8,12,17,24,27,31,32,35,40,44,50,51,56,59,65,66,70,76,2,51
1343994,1772381100,2,11,13,17,25,26,29,32,39,53,56,58,59,61,64,66,67,68,69,71,1,13
1343995,1772381400,8,10,11,17,21,23,24,27,28,46,48,52,56,66,67,69,74,75,77,80,2,8
1343996,1772381700,1,2,9,12,13,18,24,25,26,33,42,44,48,49,53,55,61,73,74,77,3,33
1343997,1772382000,5,12,13,14,15,19,23,25,26,33,42,51,54,56,58,63,64,70,76,78,2,25
1343998,1772382300,2,9,13,14,15,18,25,27,32,34,38,39,43,45,49,61,62,69,74,75,2,45
1343999,1772382600,5,6,8,11,15,18,23,29,31,32,44,54,55,64,69,70,71,78,79,80,10,44
1344000,1772382900,4,16,18,27,29,32,36,37,38,40,41,48,52,54,59,61,75,76,77,78,1,29
1344001,1772383200,2,14,16,17,19,27,28,34,36,41,44,48,53,58,61,67,75,76,77,80,1,53
1344002,1772383500,1,7,8,13,14,16,18,28,29,32,39,46,50,54,62,64,66,67,70,78,2,54
1344003,1772383800,8,9,10,12,14,19,20,22,23,24,27,31,34,36,39,53,58,60,67,77,10,23
1344004,1772384100,2,4,5,15,16,18,20,31,34,36,37,40,46,55,62,68,69,75,76,77,2,37
1344005,1772384400,5,7,10,14,17,19,22,27,28,33,38,39,42,48,59,62,63,64,68,77,1,33
1344006,1772384700,4,9,18,24,30,31,32,34,36,37,41,46,48,53,56,66,70,71,72,73,3,9
1344007,1772385000,12,13,18,23,27,32,33,39,40,42,46,56,57,58,60,61,64,70,71,73,2,39
1344008,1772385300,1,13,15,17,21,24,33,34,35,39,40,44,45,48,51,53,61,64,68,70,3,64
1344009,1772385600,3,11,19,20,21,29,30,36,41,44,47,55,58,62,63,64,68,75,79,80,1,75
1344010,1772385900,2,7,16,23,26,27,28,33,34,35,38,52,54,57,61,62,63,67,76,78,1,57
1344011,1772386200,4,6,14,15,17,19,21,23,29,32,37,40,41,44,57,59,69,71,75,79,2,19
1344012,1772386500,1,5,7,8,15,19,23,28,37,39,44,45,51,52,56,63,66,70,73,76,1,8
1344013,1772386800,2,3,10,11,12,13,14,21,26,39,41,43,44,48,49,61,62,65,71,75,3,65
1344014,1772387100,8,9,14,19,20,21,24,34,38,39,45,49,50,51,52,62,68,70,71,75,1,8
1344015,1772387400,1,16,19,21,23,25,32,33,34,37,40,41,43,44,49,50,52,58,62,75,1,34
1344016,1772387700,1,4,12,14,22,30,31,36,37,42,45,47,50,54,62,65,67,72,78,79,2,50
1344017,1772388000,2,6,8,12,15,20,31,33,37,39,53,59,62,67,69,72,73,75,76,77,1,77
1344018,1772388300,12,18,20,22,23,24,25,28,30,38,39,41,43,47,51,59,64,68,72,74,2,28
1344019,1772388600,2,5,6,12,17,20,21,27,33,37,51,53,55,56,57,61,65,68,75,78,3,37
1344020,1772388900,1,2,7,9,14,28,31,38,39,42,43,52,57,62,64,65,66,68,76,78,1,65
1344021,1772389200,13,14,15,17,18,21,22,31,36,46,49,50,56,57,63,65,71,72,75,76,2,63
1344022,1772389500,3,14,22,26,30,34,35,38,39,51,60,61,64,65,66,67,68,76,78,79,1,76
1344023,1772389800,1,6,10,12,15,17,21,29,40,41,43,46,55,59,62,63,65,67,75,79,1,55
1344024,1772390100,3,4,13,18,19,21,24,26,31,33,36,38,43,44,50,56,57,60,67,78,1,60
1344025,1772390400,7,10,11,13,26,27,32,34,35,38,46,54,55,57,59,62,63,67,77,79,2,79
1344026,1772390700,3,17,19,27,30,31,32,39,42,45,56,60,61,62,63,67,68,71,76,78,1,30
1344027,1772391000,2,3,5,11,14,25,29,31,33,34,38,39,51,52,53,56,65,67,70,79,2,79
1344028,1772391300,1,5,7,12,13,21,23,25,29,37,53,54,58,59,60,61,71,72,77,79,1,53
1344029,1772391600,7,10,13,17,21,22,23,29,31,33,39,45,47,55,56,58,65,71,79,80,1,7
1344030,1772391900,2,9,14,15,20,21,23,32,36,38,42,43,49,53,55,60,71,76,78,80,3,32
1344031,1772392200,8,9,12,17,22,24,26,31,36,39,51,52,57,60,64,65,66,68,70,80,3,22
1344032,1772392500,2,4,8,10,18,24,30,33,35,39,42,46,47,48,49,51,57,64,65,71,2,33
1344033,1772392800,3,11,14,15,23,25,26,31,32,33,35,38,41,43,44,51,54,56,58,79,4,25
1344034,1772393100,1,6,10,12,14,15,18,22,29,30,33,34,38,41,42,51,54,65,66,79,1,79
1344035,1772393400,2,6,7,10,12,14,16,17,22,24,33,35,42,46,53,56,59,61,64,79,2,42
1344036,1772393700,4,10,13,18,20,22,24,26,29,35,46,47,48,52,55,60,65,69,76,80,1,52
1344037,1772394000,3,7,10,20,24,27,32,35,41,49,50,53,58,60,61,65,66,71,72,76,1,27
1344038,1772394300,5,29,31,39,40,43,45,46,47,48,49,51,52,54,55,57,69,76,77,80,1,47
1344039,1772394600,1,3,15,16,22,24,27,32,42,44,45,47,51,54,59,63,74,76,77,79,1,63
1344040,1772394900,20,23,25,29,37,40,43,44,52,53,59,62,65,68,73,75,76,78,79,80,3,78
1344041,1772395200,5,11,12,15,20,23,28,32,33,39,41,43,48,51,57,62,70,74,77,78,1,5
1344042,1772395500,2,9,20,28,31,34,35,40,47,48,50,61,62,65,66,69,71,77,79,80,3,71
1344043,1772395800,4,8,18,19,22,24,25,31,38,39,42,44,45,49,51,53,56,63,67,69,1,38
1344044,1772396100,1,2,3,4,5,6,7,9,15,21,24,34,38,44,47,48,69,70,72,80,1,5
1344045,1772396400,7,14,15,16,17,18,21,27,31,36,40,41,43,53,58,63,65,72,74,79,1,21
1344046,1772396700,4,5,15,16,17,20,21,22,23,25,30,32,35,40,42,46,48,51,53,55,1,22
1344047,1772397000,1,3,5,11,13,20,27,33,36,46,47,49,52,56,57,58,69,75,76,80,3,69
1344048,1772397300,1,5,8,13,27,28,35,38,40,45,50,52,60,63,65,70,74,76,77,80,5,35
1344049,1772397600,4,15,26,27,29,32,33,35,37,40,48,49,50,52,54,58,63,65,70,77,1,52
1344050,1772397900,3,6,12,14,16,21,23,25,32,35,40,42,46,47,49,52,63,64,65,66,1,32
1344051,1772398200,2,8,11,19,23,27,30,31,32,33,36,39,42,43,46,49,59,64,71,72,1,30
1344052,1772398500,3,9,11,13,14,19,21,28,34,39,41,42,53,54,59,60,63,67,68,79,1,59
1344053,1772398800,1,5,8,10,12,15,20,30,33,34,40,45,47,53,56,60,62,69,75,76,1,62
1344054,1772399100,1,3,6,11,12,25,27,31,36,38,39,41,42,46,55,58,60,62,65,66,1,12
1344055,1772399400,10,13,19,24,27,30,36,38,40,46,47,51,54,58,60,67,68,73,75,78,4,46
1344056,1772399700,5,6,13,16,17,43,45,46,48,50,51,53,58,60,63,64,65,66,74,80,1,60
1344057,1772400000,5,7,10,13,25,26,27,28,30,33,42,46,51,57,59,60,63,68,72,73,3,63
1344058,1772400300,6,7,11,16,31,42,47,48,54,55,58,60,64,69,72,74,76,77,78,80,1,58
1344059,1772400600,6,7,12,14,17,18,23,28,35,37,38,39,40,45,47,48,55,62,74,78,3,7
1344060,1772400900,1,8,13,18,21,29,31,32,37,39,40,41,43,45,49,67,70,71,74,80,1,21
1344061,1772401200,5,11,13,15,28,36,37,44,45,47,49,52,54,60,68,69,70,73,74,79,1,60
1344062,1772401500,1,7,9,15,21,22,28,29,37,39,45,53,62,63,64,69,73,76,77,78,1,37
1344063,1772401800,1,6,11,15,16,17,18,26,33,37,40,42,44,51,52,62,65,75,77,80,4,62
1344064,1772402100,2,5,9,14,28,29,33,44,46,47,49,52,60,64,65,70,75,77,78,79,4,5
1344065,1772402400,3,10,13,17,22,25,28,33,35,39,43,46,52,53,60,67,70,72,73,80,2,17
1344066,1772427900,1,3,6,12,15,20,22,31,33,37,44,46,47,49,55,61,64,72,74,78,10,37
1344067,1772428200,2,5,6,10,16,19,24,35,36,41,42,44,45,47,49,66,69,75,76,78,3,24
1344068,1772428500,4,7,15,16,17,25,27,30,34,37,38,41,45,46,48,49,57,62,65,78,1,37
1344069,1772428800,6,7,12,13,19,20,26,28,36,40,41,44,47,53,57,61,62,68,73,80,1,12
1344070,1772429100,4,8,13,21,22,27,28,32,42,49,54,56,57,59,67,68,69,70,73,79,1,73
1344071,1772429400,1,2,5,6,12,14,15,25,30,32,41,44,53,61,66,68,70,71,74,75,1,71
1344072,1772429700,2,9,13,24,28,32,36,40,43,45,47,48,51,54,61,71,74,75,78,79,2,79
1344073,1772430000,4,10,11,16,19,22,27,33,34,35,36,41,42,44,50,52,53,59,61,63,2,10
1344074,1772430300,1,7,8,11,23,27,31,34,37,42,44,50,52,55,56,60,67,70,79,80,1,50
1344075,1772430600,5,11,15,20,21,23,27,34,35,42,45,46,48,55,57,63,65,74,76,80,1,65
1344076,1772430900,1,16,17,18,19,32,40,48,49,50,58,59,66,69,72,74,76,77,79,80,2,77
1344077,1772431200,13,14,16,19,21,23,24,30,31,36,43,44,47,54,57,66,67,70,71,74,1,70
1344078,1772431500,3,4,8,12,17,19,21,22,28,29,33,36,37,40,46,56,59,64,67,73,1,12
1344079,1772431800,5,8,14,18,24,42,43,47,48,50,51,63,65,68,70,71,75,76,78,79,1,68
1344080,1772432100,3,7,10,16,17,20,23,24,26,42,45,53,55,58,61,63,69,70,71,74,1,69
1344081,1772432400,3,4,9,12,24,25,27,29,41,43,44,46,47,50,56,57,60,64,74,80,1,80
1344082,1772432700,4,11,13,14,15,18,20,21,24,26,41,47,51,52,54,61,66,68,79,80,2,26
1344083,1772433000,3,8,10,12,16,23,27,28,35,41,42,48,50,51,59,61,66,67,68,70,1,27
1344084,1772433300,4,8,18,20,23,25,26,29,37,38,41,44,51,53,54,56,72,75,76,80,1,75
1344085,1772433600,1,2,3,4,7,12,15,18,23,24,29,32,37,41,47,50,59,64,72,75,1,41
1344086,1772433900,1,2,3,6,9,10,12,21,33,34,40,45,56,59,60,64,67,74,77,78,5,78
1344087,1772434200,3,4,12,19,24,30,33,34,41,42,48,49,55,56,59,65,67,73,75,76,1,73
1344088,1772434500,1,2,4,7,9,10,12,21,22,24,33,35,36,38,47,56,59,68,77,80,3,68
1344089,1772434800,1,5,7,13,14,15,17,20,21,27,32,34,35,45,46,48,53,69,74,76,1,17
1344090,1772435100,2,3,9,13,14,21,31,32,40,41,46,47,54,57,62,63,68,70,76,78,1,62
1344091,1772435400,1,8,10,12,18,26,30,35,36,37,44,45,48,50,51,69,71,72,73,75,1,8
1344092,1772435700,2,3,8,16,20,22,23,28,35,38,45,47,50,52,60,63,69,71,72,74,1,2
1344093,1772436000,4,8,15,16,17,26,31,36,42,44,52,53,58,59,61,62,63,72,76,80,1,31
1344094,1772436300,2,9,10,12,21,23,25,28,31,32,41,49,51,58,60,70,71,75,77,80,2,71
1344095,1772436600,3,6,9,10,17,18,19,23,27,33,36,40,50,53,60,63,64,72,78,80,1,36
1344096,1772436900,2,3,9,13,15,20,28,31,36,46,49,51,52,56,58,64,66,67,79,80,2,28
1344097,1772437200,1,6,10,11,12,20,21,24,28,36,37,38,42,47,49,50,54,62,68,71,1,6
1344098,1772437500,8,12,16,20,24,27,28,30,31,41,44,45,48,49,63,64,69,72,74,78,1,12
1344099,1772437800,1,3,6,8,11,13,19,20,31,34,35,36,41,44,47,57,59,64,68,79,2,31
1344100,1772438100,5,7,21,22,23,26,31,40,42,43,58,59,61,64,65,66,70,71,73,76,3,21
1344101,1772438400,1,4,12,14,16,20,23,24,33,37,45,50,52,53,56,58,64,67,73,75,2,4
1344102,1772438700,9,14,16,21,23,25,27,30,41,50,51,57,60,63,64,65,67,68,75,76,1,41
1344103,1772439000,8,18,19,22,27,29,30,35,38,44,53,57,58,62,63,65,68,72,73,78,1,29
1344104,1772439300,1,3,10,18,21,22,25,28,29,35,37,49,53,55,57,58,66,70,75,79,2,18
1344105,1772439600,2,3,5,6,15,16,19,24,27,37,38,54,59,60,63,65,66,67,70,79,2,27
1344106,1772439900,5,9,22,26,29,31,32,34,35,42,45,46,49,50,53,56,62,64,70,72,1,62
1344107,1772440200,5,13,15,22,26,27,32,34,38,42,50,55,60,62,66,67,70,74,79,80,3,13
1344108,1772440500,10,17,20,21,23,26,36,37,38,42,44,45,54,61,63,70,72,77,79,80,1,17
1344109,1772440800,1,2,7,9,11,19,25,29,30,38,40,43,45,49,51,59,60,68,72,74,1,30
1344110,1772441100,1,8,12,16,17,18,19,21,28,29,30,47,48,51,56,59,60,67,70,74,2,28
1344111,1772441400,3,4,9,17,18,19,25,31,39,40,41,46,48,49,67,68,70,74,75,79,2,25
1344112,1772441700,9,11,15,20,22,24,35,43,44,47,51,52,54,56,57,63,65,69,75,80,3,75
1344113,1772442000,10,12,15,17,26,34,35,41,42,44,46,49,52,53,54,63,74,76,78,80,1,17
1344114,1772442300,5,6,10,12,19,22,23,26,27,31,35,45,46,54,57,64,69,70,71,76,1,64
1344115,1772442600,2,3,11,15,18,21,24,25,32,33,38,40,49,50,53,56,64,68,72,74,1,64
1344116,1772442900,4,7,11,12,16,20,24,26,30,45,51,56,63,65,66,68,77,78,79,80,1,24
1344117,1772443200,7,9,13,15,23,25,28,29,42,43,54,58,60,62,64,65,66,69,78,80,1,54
1344118,1772443500,2,5,6,15,21,23,28,30,35,36,38,44,49,50,52,54,68,69,79,80,3,35
1344119,1772443800,3,4,10,11,20,34,35,37,38,39,43,44,46,52,61,65,66,68,79,80,1,37
1344120,1772444100,13,14,17,18,24,26,28,35,36,40,41,43,49,56,62,63,66,73,74,76,1,66
1344121,1772444400,1,10,16,17,25,27,30,35,40,41,45,56,58,60,61,63,69,71,77,80,3,41
1344122,1772444700,1,8,13,21,27,29,38,42,46,49,50,53,57,60,66,68,69,71,75,76,5,76
1344123,1772445000,1,3,7,8,12,16,20,24,29,31,33,34,38,40,42,43,55,63,71,78,1,43
1344124,1772445300,1,10,13,15,18,21,28,45,46,49,51,59,62,64,65,69,72,75,76,80,2,59
1344125,1772445600,1,4,6,15,23,25,30,34,35,47,50,53,55,56,59,61,65,66,71,72,2,71
1344126,1772445900,7,16,17,23,26,30,31,32,35,36,57,59,64,65,66,69,72,73,76,78,2,64
1344127,1772446200,3,11,14,22,33,34,37,39,43,45,46,52,53,54,62,66,69,70,77,80,4,11
1344128,1772446500,4,11,13,23,25,29,33,38,39,41,44,46,52,58,60,61,74,75,76,77,1,41
1344129,1772446800,2,6,7,11,12,16,22,26,27,30,31,32,53,54,60,62,67,69,71,72,2,7
1344130,1772447100,4,9,10,14,18,20,23,24,27,28,30,36,38,40,43,49,50,52,61,79,10,10
1344131,1772447400,1,9,10,12,19,24,25,26,27,29,30,35,37,43,47,48,53,57,74,77,1,74
1344132,1772447700,3,5,7,10,11,21,24,27,39,40,45,46,56,58,68,69,71,74,75,80,3,58
1344133,1772448000,1,5,9,23,24,31,35,38,39,40,49,51,53,59,62,63,64,65,70,78,1,65
1344134,1772448300,1,4,9,14,15,19,26,28,36,37,42,43,46,50,52,56,64,67,71,80,1,67
1344135,1772448600,4,8,21,22,23,25,26,27,29,36,37,44,45,48,57,59,60,62,72,77,2,60
1344136,1772448900,3,8,10,13,15,16,19,23,26,27,36,44,58,60,64,68,70,72,73,74,1,15
1344137,1772449200,1,3,4,7,8,9,25,28,29,32,39,40,46,49,59,61,64,68,69,77,1,69
1344138,1772449500,2,4,8,10,14,15,21,24,26,35,36,54,55,56,58,60,65,66,69,73,1,58
1344139,1772449800,9,21,26,27,28,38,39,42,55,59,65,67,68,70,72,74,75,76,79,80,1,67
1344140,1772450100,2,4,6,8,9,11,22,27,29,34,36,37,47,52,63,67,75,76,79,80,3,79
1344141,1772450400,1,6,11,12,16,17,22,27,28,31,33,35,36,45,54,61,62,63,68,78,1,16
1344142,1772450700,3,4,6,8,9,10,14,16,21,32,38,39,45,46,56,60,67,68,70,71,1,39
1344143,1772451000,1,2,4,8,11,19,29,35,47,48,53,54,56,57,63,72,74,78,79,80,1,47
1344144,1772451300,1,12,20,23,24,25,30,31,32,37,38,40,46,61,64,68,71,73,77,78,3,38
1344145,1772451600,4,11,13,26,29,32,35,37,38,44,46,49,51,57,60,62,68,72,77,79,1,68
1344146,1772451900,3,8,9,13,20,21,32,33,37,42,48,55,56,59,62,64,70,72,74,79,1,13
1344147,1772452200,5,13,16,17,20,22,23,34,35,42,43,49,57,59,60,61,63,67,72,78,2,16
1344148,1772452500,3,4,8,13,15,23,34,45,46,48,49,55,57,59,60,61,67,75,76,80,3,75
1344149,1772452800,1,7,9,16,23,24,26,28,30,41,45,50,55,64,66,67,71,72,74,75,3,26
1344150,1772453100,1,2,6,13,14,19,20,21,32,33,40,42,44,49,51,63,65,69,72,76,1,2
1344151,1772453400,2,11,16,22,24,29,35,37,38,39,42,44,45,51,54,65,67,68,70,72,4,39
1344152,1772453700,3,12,21,27,32,41,42,43,44,49,50,51,53,55,57,58,59,72,73,78,1,3
1344153,1772454000,6,7,10,11,12,13,15,17,19,35,36,37,41,51,56,58,65,74,76,77,1,36
1344154,1772454300,14,16,18,24,28,29,30,34,38,44,49,51,52,53,61,66,67,73,77,80,1,28
1344155,1772454600,11,12,13,14,16,18,24,29,31,33,41,45,47,52,54,56,63,66,72,76,2,47
1344156,1772454900,6,8,9,10,11,13,14,15,23,25,32,45,50,51,62,69,71,73,77,80,3,77
1344157,1772455200,5,9,10,11,15,17,24,33,35,39,44,46,52,54,59,69,70,74,76,80,1,39
1344158,1772455500,14,16,18,26,27,39,41,44,47,53,54,55,58,59,61,68,69,70,76,79,2,61
1344159,1772455800,2,5,6,7,9,10,11,17,23,29,36,39,40,46,47,62,68,69,73,74,2,7
1344160,1772456100,2,10,16,18,20,22,42,44,46,48,53,55,62,63,67,73,76,77,78,79,2,63
1344161,1772456400,3,6,7,8,12,16,19,22,28,29,30,32,39,41,46,50,61,62,73,76,1,22
1344162,1772456700,1,8,10,12,15,18,21,23,25,32,36,40,53,54,58,66,68,69,76,78,3,25
1344163,1772457000,1,4,7,8,9,13,14,15,19,20,25,31,36,38,48,55,58,59,67,78,3,31
1344164,1772457300,3,10,21,25,26,27,30,35,40,42,49,52,54,60,63,64,67,71,78,80,2,71
1344165,1772457600,1,3,7,18,19,20,21,24,29,30,35,36,37,38,50,52,53,60,61,80,1,35
1344166,1772457900,2,5,7,10,12,18,20,31,33,34,39,40,41,42,49,50,57,68,73,76,1,41
1344167,1772458200,3,4,6,10,11,13,14,15,17,19,22,26,31,32,40,45,49,65,70,74,2,65
1344168,1772458500,4,7,10,15,21,27,33,34,36,37,43,46,47,54,61,62,73,76,77,79,1,4
1344169,1772458800,4,9,14,16,19,21,24,28,36,40,41,47,48,50,53,61,72,73,74,77,2,19
1344170,1772459100,7,13,15,17,20,26,27,34,37,40,42,46,52,53,56,64,68,76,79,80,3,40
1344171,1772459400,1,2,5,7,8,15,17,18,22,34,36,37,42,44,51,66,69,71,79,80,3,2
1344172,1772459700,1,5,8,13,17,21,28,32,34,36,39,42,46,48,55,56,62,67,69,80,2,34
1344173,1772460000,1,2,8,15,22,27,28,30,36,41,48,53,54,60,62,65,66,70,75,79,3,70
1344174,1772460300,8,9,16,18,21,22,23,27,28,39,40,53,58,62,64,65,69,70,74,78,2,58
1344175,1772460600,1,5,6,11,21,24,30,42,51,54,61,62,66,68,70,71,72,73,74,78,4,54
1344176,1772460900,1,7,14,27,33,36,38,44,46,53,57,61,63,67,70,72,73,76,77,80,2,76
1344177,1772461200,3,4,5,6,14,15,16,19,24,27,31,32,36,53,54,55,58,69,74,79,1,32
1344178,1772461500,1,4,6,8,9,13,15,19,30,31,37,39,47,50,52,53,58,64,68,78,3,47
1344179,1772461800,5,9,15,18,19,20,22,26,27,35,36,45,51,62,71,72,76,77,78,79,1,72
1344180,1772462100,9,10,12,25,26,28,29,31,33,40,45,49,50,53,54,56,62,63,67,69,1,26
1344181,1772462400,5,7,8,10,12,15,18,21,25,30,36,41,45,48,51,55,57,63,64,79,2,18
1344182,1772462700,2,7,8,9,11,13,16,21,23,26,27,38,40,42,50,53,54,66,77,80,1,7
1344183,1772463000,1,5,13,15,18,20,28,36,40,42,45,46,50,51,53,54,56,69,75,79,1,53
1344184,1772463300,1,2,7,13,18,19,20,23,26,27,30,32,36,40,43,57,61,67,74,78,2,40
1344185,1772463600,5,8,14,15,16,18,19,24,29,31,38,48,51,54,55,58,68,69,71,80,1,68
1344186,1772463900,4,5,6,9,13,15,19,21,26,28,29,36,50,52,53,56,59,63,64,67,3,9
1344187,1772464200,4,7,9,16,17,25,31,38,40,42,50,53,56,58,72,74,75,76,77,80,4,9
1344188,1772464500,2,3,8,17,22,28,29,34,36,38,47,48,50,56,57,61,62,63,67,71,1,57
1344189,1772464800,1,5,12,17,18,19,20,22,24,27,31,32,39,47,48,61,66,69,74,78,2,17
1344190,1772465100,6,7,8,18,22,24,29,30,32,39,44,49,52,56,59,60,63,68,72,77,1,29
1344191,1772465400,1,3,4,8,11,13,14,24,45,48,53,55,56,60,62,67,68,70,71,77,10,53
1344192,1772465700,2,3,6,9,17,23,32,33,34,36,40,43,45,46,50,55,58,62,70,79,10,3
1344193,1772466000,1,8,9,13,14,19,28,35,41,42,44,46,48,54,61,63,67,71,78,80,1,19
1344194,1772466300,5,7,11,13,17,21,23,25,27,36,37,42,46,51,53,56,71,73,74,76,1,13
1344195,1772466600,2,11,12,14,16,18,23,28,31,35,40,47,53,54,60,63,66,73,77,78,1,28
1344196,1772466900,5,11,12,15,16,22,24,26,28,30,31,41,44,45,49,52,55,60,64,73,1,64
1344197,1772467200,2,3,9,16,17,18,19,20,25,29,45,60,62,71,73,74,76,77,78,80,1,73
1344198,1772467500,2,8,18,19,21,30,32,35,36,41,50,52,57,59,61,65,67,68,74,79,1,50
1344199,1772467800,8,9,10,13,15,16,28,30,31,36,37,42,45,59,60,62,63,68,74,76,1,31
1344200,1772468100,2,10,11,12,16,24,26,28,30,32,36,47,50,55,56,58,64,66,69,80,1,56
1344201,1772468400,1,6,18,32,34,36,38,40,49,53,57,59,61,62,67,68,71,74,76,79,3,67
1344202,1772468700,2,6,7,8,11,21,24,29,30,37,41,42,44,52,58,59,62,69,74,77,2,44
1344203,1772469000,2,4,11,12,14,18,25,26,28,40,41,43,44,47,50,59,64,68,70,77,2,64
1344204,1772469300,2,3,6,7,15,18,19,24,25,26,28,36,42,44,49,50,52,53,60,71,2,49
1344205,1772469600,5,6,12,28,35,38,40,41,47,51,55,59,65,68,69,70,71,72,73,75,10,65
1344206,1772469900,3,7,8,13,17,19,22,24,26,29,30,33,40,41,42,44,46,56,70,80,1,40
1344207,1772470200,1,11,14,16,17,24,26,27,32,34,46,47,52,54,55,58,62,64,69,77,3,27
1344208,1772470500,1,5,7,13,17,18,19,23,26,31,32,48,50,51,53,56,58,64,65,73,1,1
1344209,1772470800,6,7,8,14,18,20,27,28,31,37,41,47,51,54,61,62,65,68,73,75,1,62
1344210,1772471100,2,9,16,19,21,24,29,33,37,44,45,46,47,50,51,56,61,63,72,78,10,33
1344211,1772471400,4,13,15,20,21,24,27,31,39,42,47,50,60,61,62,63,64,68,71,74,2,20
1344212,1772471700,3,8,17,22,23,24,30,34,48,49,50,52,56,59,64,65,71,74,75,77,2,52
1344213,1772472000,3,5,9,12,16,17,18,19,22,29,31,33,38,40,41,46,56,62,78,79,2,38
1344214,1772472300,2,4,15,17,19,22,23,24,28,36,42,44,49,51,52,60,65,71,72,74,1,4
1344215,1772472600,13,15,16,18,20,23,24,27,37,38,41,51,53,56,59,66,68,70,74,78,1,27
1344216,1772472900,1,2,9,13,17,21,32,33,37,38,42,44,47,48,53,55,62,67,74,79,1,44
1344217,1772473200,1,2,3,12,14,16,17,22,41,43,46,49,53,59,60,66,67,68,69,79,2,60
1344218,1772473500,2,11,14,18,20,30,31,33,38,42,45,47,52,53,58,61,63,65,67,76,1,67
1344219,1772473800,1,11,15,17,21,23,26,34,35,37,38,45,54,57,58,60,66,72,75,77,1,60
1344220,1772474100,4,13,22,30,34,35,36,44,46,48,50,53,55,57,62,64,66,72,78,80,1,34
1344221,1772474400,2,15,16,17,28,33,35,40,48,49,52,55,58,66,67,70,71,72,76,77,4,2
1344222,1772474700,8,10,20,25,26,31,32,33,34,37,40,41,48,49,54,56,58,63,67,78,1,56
1344223,1772475000,5,12,15,24,25,26,29,30,31,33,40,46,48,49,56,57,58,59,65,74,1,56
1344224,1772475300,1,2,10,14,18,20,21,23,33,34,41,49,53,54,63,64,71,76,77,80,3,64
1344225,1772475600,4,11,18,19,23,25,31,32,33,36,39,41,44,46,60,67,71,73,77,78,5,31
1344226,1772475900,6,15,18,25,32,37,41,43,44,52,54,55,57,62,67,69,70,76,78,79,2,54
1344227,1772476200,1,3,8,11,20,22,29,39,45,46,49,55,56,58,60,70,71,73,77,80,1,1
1344228,1772476500,3,6,14,15,16,20,31,32,34,37,39,40,43,45,51,57,68,69,76,77,1,43
1344229,1772476800,2,4,7,9,14,19,22,28,30,35,37,50,60,61,62,63,72,75,77,79,1,37
1344230,1772477100,4,6,12,16,17,27,32,41,45,46,47,50,56,58,61,64,68,70,75,78,1,58
1344231,1772477400,1,3,8,10,13,17,33,35,38,42,43,44,56,61,62,63,66,72,76,80,1,76
1344232,1772477700,1,3,11,12,15,16,17,19,20,23,24,41,43,45,54,56,57,71,78,80,1,43
1344233,1772478000,1,5,10,12,15,25,26,27,33,36,38,45,48,53,60,64,67,71,76,79,1,45
1344234,1772478300,1,6,9,14,15,18,22,31,34,38,41,50,56,58,63,65,67,70,73,79,1,67
1344235,1772478600,2,6,7,12,16,23,30,32,35,44,47,49,51,52,57,60,62,69,76,78,1,51
1344236,1772478900,2,7,13,15,20,22,26,31,33,38,47,49,57,63,65,67,68,70,75,76,1,38
1344237,1772479200,4,5,7,8,14,15,19,24,29,32,40,41,47,51,56,58,61,70,74,76,2,24
1344238,1772479500,1,4,6,11,16,25,27,28,33,38,44,47,49,53,55,58,61,67,75,78,1,47
1344239,1772479800,4,5,9,15,18,21,26,38,43,45,52,55,57,59,63,67,71,74,75,80,4,57
1344240,1772480100,1,2,6,14,16,19,21,30,31,35,36,42,45,58,61,64,67,72,75,76,1,6
1344241,1772480400,1,3,12,13,14,15,25,26,28,32,34,43,45,47,52,61,63,68,71,80,1,32
1344242,1772480700,6,10,11,12,14,18,20,22,29,30,42,44,45,48,50,54,59,65,77,78,1,18
1344243,1772481000,3,8,9,12,15,26,28,30,33,36,43,46,48,50,53,54,59,65,66,79,5,36
1344244,1772481300,1,4,6,7,12,14,15,18,23,24,40,41,47,55,56,65,71,74,76,78,2,12
1344245,1772481600,2,3,14,19,38,39,40,42,45,48,50,51,55,56,58,61,66,70,74,79,2,3
1344246,1772481900,1,2,9,13,14,15,18,22,24,32,33,42,49,53,56,57,71,72,74,75,1,74
1344247,1772482200,1,11,21,24,27,28,32,43,54,58,61,65,68,70,72,75,76,77,78,79,1,77
1344248,1772482500,3,8,9,10,16,18,32,33,37,45,46,52,61,62,66,72,74,75,77,79,10,79
